,location_x,latitude_x,longitude_x,location_y,latitude_y,longitude_y,distance
1983,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Cleveland, OH, USA",41.49932,-81.6943605,538.9
1984,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Nashville, TN, USA",36.1626638,-86.7816016,770.63
1985,"Milwaukee, WI, USA",43.0389025,-87.9064736,"San Jose, CA, USA",37.33874,-121.8852525,2933.87
1986,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,1225.77
1987,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Providence, RI, USA",41.8239891,-71.4128343,1358.16
1988,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1517.73
1989,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Milwaukee, WI, USA",43.0389025,-87.9064736,10.0
1990,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Raleigh, NC, USA",35.7795897,-78.6381787,1132.47
1991,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1178.91
1992,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Memphis, TN, USA",35.1495343,-90.0489801,896.44
1993,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Richmond, VA, USA",37.5407246,-77.4360481,1076.86
1994,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Louisville, KY, USA",38.2526647,-85.7584557,562.16
1995,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1994.24
1996,"Milwaukee, WI, USA",43.0389025,-87.9064736,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1467.97
1997,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Hartford, CT, USA",41.7658043,-72.6733723,1257.01
1998,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Buffalo, NY, USA",42.88644679999999,-78.8783689,734.48
1999,"Milwaukee, WI, USA",43.0389025,-87.9064736,"Birmingham, AL, USA",33.5185892,-86.8103567,1062.9
2000,"Raleigh, NC, USA",35.7795897,-78.6381787,"Portland, OR, USA",45.515232,-122.6783853,3817.66
2001,"Raleigh, NC, USA",35.7795897,-78.6381787,"Seattle, WA, USA",47.6062095,-122.3320708,3800.59
2002,"Raleigh, NC, USA",35.7795897,-78.6381787,"New York, NY, USA",40.7127753,-74.0059728,681.33
2003,"Raleigh, NC, USA",35.7795897,-78.6381787,"Los Angeles, CA, USA",34.0522342,-118.2436849,3591.71
2004,"Raleigh, NC, USA",35.7795897,-78.6381787,"Chicago, IL, USA",41.8781136,-87.6297982,1031.67
2005,"Raleigh, NC, USA",35.7795897,-78.6381787,"Dallas, TX, USA",32.7766642,-96.7969879,1698.91
2006,"Raleigh, NC, USA",35.7795897,-78.6381787,"Houston, TX, USA",29.7604267,-95.3698028,1698.55
2007,"Raleigh, NC, USA",35.7795897,-78.6381787,"Washington, DC, USA",38.9071923,-77.0368707,375.46
2008,"Raleigh, NC, USA",35.7795897,-78.6381787,"Philadelphia, PA, USA",39.9525839,-75.1652215,555.09
2009,"Raleigh, NC, USA",35.7795897,-78.6381787,"Atlanta, GA, USA",33.748752,-84.38768449999999,571.56
2010,"Raleigh, NC, USA",35.7795897,-78.6381787,"Miami, FL, USA",25.7616798,-80.1917902,1123.73
2011,"Raleigh, NC, USA",35.7795897,-78.6381787,"Phoenix, AZ, USA",33.4483771,-112.0740373,3056.0
2012,"Raleigh, NC, USA",35.7795897,-78.6381787,"Boston, MA, USA",42.3600825,-71.0588801,980.76
2013,"Raleigh, NC, USA",35.7795897,-78.6381787,"Riverside, CA, USA",33.9806005,-117.3754942,3516.25
2014,"Raleigh, NC, USA",35.7795897,-78.6381787,"San Francisco, CA, USA",37.7749295,-122.4194155,3869.93
2015,"Raleigh, NC, USA",35.7795897,-78.6381787,"Detroit, MI, USA",42.331427,-83.0457538,821.65
2016,"Raleigh, NC, USA",35.7795897,-78.6381787,"Minneapolis, MN, USA",44.977753,-93.2650108,1602.25
2017,"Raleigh, NC, USA",35.7795897,-78.6381787,"San Diego, CA, USA",32.715738,-117.1610838,3534.52
2018,"Raleigh, NC, USA",35.7795897,-78.6381787,"Tampa, FL, USA",27.950575,-82.4571776,942.06
2019,"Raleigh, NC, USA",35.7795897,-78.6381787,"Denver, CO, USA",39.7392358,-104.990251,2349.18
2020,"Raleigh, NC, USA",35.7795897,-78.6381787,"Baltimore, MD, USA",39.2903848,-76.6121893,429.28
2021,"Raleigh, NC, USA",35.7795897,-78.6381787,"St. Louis, MO, USA",38.6270025,-90.1994042,1070.89
2022,"Raleigh, NC, USA",35.7795897,-78.6381787,"Charlotte, NC, USA",35.2270869,-80.8431267,208.83
2023,"Raleigh, NC, USA",35.7795897,-78.6381787,"Orlando, FL, USA",28.5383832,-81.3789269,845.39
2024,"Raleigh, NC, USA",35.7795897,-78.6381787,"San Antonio, TX, USA",29.4251905,-98.4945922,1985.17
2025,"Raleigh, NC, USA",35.7795897,-78.6381787,"Sacramento, CA, USA",38.5815719,-121.4943996,3775.17
2026,"Raleigh, NC, USA",35.7795897,-78.6381787,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,531.7
2027,"Raleigh, NC, USA",35.7795897,-78.6381787,"Austin, TX, USA",30.267153,-97.7430608,1879.88
2028,"Raleigh, NC, USA",35.7795897,-78.6381787,"Las Vegas, NV, USA",36.171563,-115.1391009,3265.21
2029,"Raleigh, NC, USA",35.7795897,-78.6381787,"Cincinnati, OH, USA",39.1031182,-84.5120196,636.56
2030,"Raleigh, NC, USA",35.7795897,-78.6381787,"Kansas City, MO, USA",39.0997265,-94.5785667,1452.81
2031,"Raleigh, NC, USA",35.7795897,-78.6381787,"Columbus, OH, USA",39.9611755,-82.99879419999999,602.08
2032,"Raleigh, NC, USA",35.7795897,-78.6381787,"Indianapolis, IN, USA",39.768403,-86.158068,795.51
2033,"Raleigh, NC, USA",35.7795897,-78.6381787,"Cleveland, OH, USA",41.49932,-81.6943605,689.05
2034,"Raleigh, NC, USA",35.7795897,-78.6381787,"Nashville, TN, USA",36.1626638,-86.7816016,733.86
2035,"Raleigh, NC, USA",35.7795897,-78.6381787,"San Jose, CA, USA",37.33874,-121.8852525,3832.6
2036,"Raleigh, NC, USA",35.7795897,-78.6381787,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,266.38
2037,"Raleigh, NC, USA",35.7795897,-78.6381787,"Providence, RI, USA",41.8239891,-71.4128343,917.87
2038,"Raleigh, NC, USA",35.7795897,-78.6381787,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,667.72
2039,"Raleigh, NC, USA",35.7795897,-78.6381787,"Milwaukee, WI, USA",43.0389025,-87.9064736,1132.47
2040,"Raleigh, NC, USA",35.7795897,-78.6381787,"Raleigh, NC, USA",35.7795897,-78.6381787,10.0
2041,"Raleigh, NC, USA",35.7795897,-78.6381787,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1704.04
2042,"Raleigh, NC, USA",35.7795897,-78.6381787,"Memphis, TN, USA",35.1495343,-90.0489801,1035.21
2043,"Raleigh, NC, USA",35.7795897,-78.6381787,"Richmond, VA, USA",37.5407246,-77.4360481,223.26
2044,"Raleigh, NC, USA",35.7795897,-78.6381787,"Louisville, KY, USA",38.2526647,-85.7584557,689.14
2045,"Raleigh, NC, USA",35.7795897,-78.6381787,"Salt Lake City, UT, USA",40.7607793,-111.8910474,2937.07
2046,"Raleigh, NC, USA",35.7795897,-78.6381787,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1247.8
2047,"Raleigh, NC, USA",35.7795897,-78.6381787,"Hartford, CT, USA",41.7658043,-72.6733723,842.41
2048,"Raleigh, NC, USA",35.7795897,-78.6381787,"Buffalo, NY, USA",42.88644679999999,-78.8783689,790.52
2049,"Raleigh, NC, USA",35.7795897,-78.6381787,"Birmingham, AL, USA",33.5185892,-86.8103567,788.38
2050,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Portland, OR, USA",45.515232,-122.6783853,2389.1
2051,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Seattle, WA, USA",47.6062095,-122.3320708,2450.47
2052,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"New York, NY, USA",40.7127753,-74.0059728,2131.27
2053,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Los Angeles, CA, USA",34.0522342,-118.2436849,1896.52
2054,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Chicago, IL, USA",41.8781136,-87.6297982,1114.36
2055,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Dallas, TX, USA",32.7766642,-96.7969879,306.45
2056,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Houston, TX, USA",29.7604267,-95.3698028,665.64
2057,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Washington, DC, USA",38.9071923,-77.0368707,1849.85
2058,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Philadelphia, PA, USA",39.9525839,-75.1652215,2022.53
2059,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Atlanta, GA, USA",33.748752,-84.38768449999999,1215.69
2060,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Miami, FL, USA",25.7616798,-80.1917902,1973.42
2061,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Phoenix, AZ, USA",33.4483771,-112.0740373,1352.16
2062,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Boston, MA, USA",42.3600825,-71.0588801,2402.41
2063,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Riverside, CA, USA",33.9806005,-117.3754942,1819.39
2064,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"San Francisco, CA, USA",37.7749295,-122.4194155,2230.57
2065,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Detroit, MI, USA",42.331427,-83.0457538,1463.49
2066,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Minneapolis, MN, USA",44.977753,-93.2650108,1116.96
2067,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"San Diego, CA, USA",32.715738,-117.1610838,1831.5
2068,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Tampa, FL, USA",27.950575,-82.4571776,1648.79
2069,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Denver, CO, USA",39.7392358,-104.990251,811.37
2070,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Baltimore, MD, USA",39.2903848,-76.6121893,1890.74
2071,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"St. Louis, MO, USA",38.6270025,-90.1994042,737.98
2072,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Charlotte, NC, USA",35.2270869,-80.8431267,1510.66
2073,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Orlando, FL, USA",28.5383832,-81.3789269,1702.57
2074,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"San Antonio, TX, USA",29.4251905,-98.4945922,678.11
2075,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Sacramento, CA, USA",38.5815719,-121.4943996,2150.32
2076,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,1629.23
2077,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Austin, TX, USA",30.267153,-97.7430608,578.65
2078,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Las Vegas, NV, USA",36.171563,-115.1391009,1588.68
2079,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Cincinnati, OH, USA",39.1031182,-84.5120196,1218.1
2080,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Kansas City, MO, USA",39.0997265,-94.5785667,480.22
2081,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Columbus, OH, USA",39.9611755,-82.99879419999999,1369.24
2082,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Indianapolis, IN, USA",39.768403,-86.158068,1107.7
2083,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Cleveland, OH, USA",41.49932,-81.6943605,1528.63
2084,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Nashville, TN, USA",36.1626638,-86.7816016,970.53
2085,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"San Jose, CA, USA",37.33874,-121.8852525,2184.74
2086,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,1935.54
2087,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Providence, RI, USA",41.8239891,-71.4128343,2363.97
2088,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1584.72
2089,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Milwaukee, WI, USA",43.0389025,-87.9064736,1178.91
2090,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Raleigh, NC, USA",35.7795897,-78.6381787,1704.04
2091,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Oklahoma City, OK, USA",35.4675602,-97.5164276,10.0
2092,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Memphis, TN, USA",35.1495343,-90.0489801,678.36
2093,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Richmond, VA, USA",37.5407246,-77.4360481,1806.02
2094,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Louisville, KY, USA",38.2526647,-85.7584557,1090.05
2095,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1386.2
2096,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"New Orleans, LA, USA",29.95106579999999,-90.0715323,927.59
2097,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Hartford, CT, USA",41.7658043,-72.6733723,2259.81
2098,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Buffalo, NY, USA",42.88644679999999,-78.8783689,1800.46
2099,"Oklahoma City, OK, USA",35.4675602,-97.5164276,"Birmingham, AL, USA",33.5185892,-86.8103567,1004.26
2100,"Memphis, TN, USA",35.1495343,-90.0489801,"Portland, OR, USA",45.515232,-122.6783853,2970.56
2101,"Memphis, TN, USA",35.1495343,-90.0489801,"Seattle, WA, USA",47.6062095,-122.3320708,2998.95
2102,"Memphis, TN, USA",35.1495343,-90.0489801,"New York, NY, USA",40.7127753,-74.0059728,1534.0
2103,"Memphis, TN, USA",35.1495343,-90.0489801,"Los Angeles, CA, USA",34.0522342,-118.2436849,2574.86
2104,"Memphis, TN, USA",35.1495343,-90.0489801,"Chicago, IL, USA",41.8781136,-87.6297982,777.13
2105,"Memphis, TN, USA",35.1495343,-90.0489801,"Dallas, TX, USA",32.7766642,-96.7969879,675.76
2106,"Memphis, TN, USA",35.1495343,-90.0489801,"Houston, TX, USA",29.7604267,-95.3698028,779.66
2107,"Memphis, TN, USA",35.1495343,-90.0489801,"Washington, DC, USA",38.9071923,-77.0368707,1226.97
2108,"Memphis, TN, USA",35.1495343,-90.0489801,"Philadelphia, PA, USA",39.9525839,-75.1652215,1414.37
2109,"Memphis, TN, USA",35.1495343,-90.0489801,"Atlanta, GA, USA",33.748752,-84.38768449999999,541.88
2110,"Memphis, TN, USA",35.1495343,-90.0489801,"Miami, FL, USA",25.7616798,-80.1917902,1406.33
2111,"Memphis, TN, USA",35.1495343,-90.0489801,"Phoenix, AZ, USA",33.4483771,-112.0740373,2027.87
2112,"Memphis, TN, USA",35.1495343,-90.0489801,"Boston, MA, USA",42.3600825,-71.0588801,1825.97
2113,"Memphis, TN, USA",35.1495343,-90.0489801,"Riverside, CA, USA",33.9806005,-117.3754942,2497.74
2114,"Memphis, TN, USA",35.1495343,-90.0489801,"San Francisco, CA, USA",37.7749295,-122.4194155,2895.06
2115,"Memphis, TN, USA",35.1495343,-90.0489801,"Detroit, MI, USA",42.331427,-83.0457538,1002.54
2116,"Memphis, TN, USA",35.1495343,-90.0489801,"Minneapolis, MN, USA",44.977753,-93.2650108,1126.34
2117,"Memphis, TN, USA",35.1495343,-90.0489801,"San Diego, CA, USA",32.715738,-117.1610838,2508.12
2118,"Memphis, TN, USA",35.1495343,-90.0489801,"Tampa, FL, USA",27.950575,-82.4571776,1075.47
2119,"Memphis, TN, USA",35.1495343,-90.0489801,"Denver, CO, USA",39.7392358,-104.990251,1412.14
2120,"Memphis, TN, USA",35.1495343,-90.0489801,"Baltimore, MD, USA",39.2903848,-76.6121893,1274.18
2121,"Memphis, TN, USA",35.1495343,-90.0489801,"St. Louis, MO, USA",38.6270025,-90.1994042,386.91
2122,"Memphis, TN, USA",35.1495343,-90.0489801,"Charlotte, NC, USA",35.2270869,-80.8431267,836.33
2123,"Memphis, TN, USA",35.1495343,-90.0489801,"Orlando, FL, USA",28.5383832,-81.3789269,1099.61
2124,"Memphis, TN, USA",35.1495343,-90.0489801,"San Antonio, TX, USA",29.4251905,-98.4945922,1016.84
2125,"Memphis, TN, USA",35.1495343,-90.0489801,"Sacramento, CA, USA",38.5815719,-121.4943996,2809.46
2126,"Memphis, TN, USA",35.1495343,-90.0489801,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,1060.25
2127,"Memphis, TN, USA",35.1495343,-90.0489801,"Austin, TX, USA",30.267153,-97.7430608,901.13
2128,"Memphis, TN, USA",35.1495343,-90.0489801,"Las Vegas, NV, USA",36.171563,-115.1391009,2263.3
2129,"Memphis, TN, USA",35.1495343,-90.0489801,"Cincinnati, OH, USA",39.1031182,-84.5120196,658.72
2130,"Memphis, TN, USA",35.1495343,-90.0489801,"Kansas City, MO, USA",39.0997265,-94.5785667,594.98
2131,"Memphis, TN, USA",35.1495343,-90.0489801,"Columbus, OH, USA",39.9611755,-82.99879419999999,819.57
2132,"Memphis, TN, USA",35.1495343,-90.0489801,"Indianapolis, IN, USA",39.768403,-86.158068,617.68
2133,"Memphis, TN, USA",35.1495343,-90.0489801,"Cleveland, OH, USA",41.49932,-81.6943605,1013.78
2134,"Memphis, TN, USA",35.1495343,-90.0489801,"Nashville, TN, USA",36.1626638,-86.7816016,315.95
2135,"Memphis, TN, USA",35.1495343,-90.0489801,"San Jose, CA, USA",37.33874,-121.8852525,2851.92
2136,"Memphis, TN, USA",35.1495343,-90.0489801,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,1278.55
2137,"Memphis, TN, USA",35.1495343,-90.0489801,"Providence, RI, USA",41.8239891,-71.4128343,1778.82
2138,"Memphis, TN, USA",35.1495343,-90.0489801,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,949.77
2139,"Memphis, TN, USA",35.1495343,-90.0489801,"Milwaukee, WI, USA",43.0389025,-87.9064736,896.44
2140,"Memphis, TN, USA",35.1495343,-90.0489801,"Raleigh, NC, USA",35.7795897,-78.6381787,1035.21
2141,"Memphis, TN, USA",35.1495343,-90.0489801,"Oklahoma City, OK, USA",35.4675602,-97.5164276,678.36
2142,"Memphis, TN, USA",35.1495343,-90.0489801,"Memphis, TN, USA",35.1495343,-90.0489801,10.0
2143,"Memphis, TN, USA",35.1495343,-90.0489801,"Richmond, VA, USA",37.5407246,-77.4360481,1159.53
2144,"Memphis, TN, USA",35.1495343,-90.0489801,"Louisville, KY, USA",38.2526647,-85.7584557,515.03
2145,"Memphis, TN, USA",35.1495343,-90.0489801,"Salt Lake City, UT, USA",40.7607793,-111.8910474,2007.84
2146,"Memphis, TN, USA",35.1495343,-90.0489801,"New Orleans, LA, USA",29.95106579999999,-90.0715323,578.05
2147,"Memphis, TN, USA",35.1495343,-90.0489801,"Hartford, CT, USA",41.7658043,-72.6733723,1678.12
2148,"Memphis, TN, USA",35.1495343,-90.0489801,"Buffalo, NY, USA",42.88644679999999,-78.8783689,1290.77
2149,"Memphis, TN, USA",35.1495343,-90.0489801,"Birmingham, AL, USA",33.5185892,-86.8103567,348.28
2150,"Richmond, VA, USA",37.5407246,-77.4360481,"Portland, OR, USA",45.515232,-122.6783853,3815.9
2151,"Richmond, VA, USA",37.5407246,-77.4360481,"Seattle, WA, USA",47.6062095,-122.3320708,3784.34
2152,"Richmond, VA, USA",37.5407246,-77.4360481,"New York, NY, USA",40.7127753,-74.0059728,460.3
2153,"Richmond, VA, USA",37.5407246,-77.4360481,"Los Angeles, CA, USA",34.0522342,-118.2436849,3672.06
2154,"Richmond, VA, USA",37.5407246,-77.4360481,"Chicago, IL, USA",41.8781136,-87.6297982,995.51
2155,"Richmond, VA, USA",37.5407246,-77.4360481,"Dallas, TX, USA",32.7766642,-96.7969879,1834.18
2156,"Richmond, VA, USA",37.5407246,-77.4360481,"Houston, TX, USA",29.7604267,-95.3698028,1867.4
2157,"Richmond, VA, USA",37.5407246,-77.4360481,"Washington, DC, USA",38.9071923,-77.0368707,155.89
2158,"Richmond, VA, USA",37.5407246,-77.4360481,"Philadelphia, PA, USA",39.9525839,-75.1652215,332.7
2159,"Richmond, VA, USA",37.5407246,-77.4360481,"Atlanta, GA, USA",33.748752,-84.38768449999999,756.21
2160,"Richmond, VA, USA",37.5407246,-77.4360481,"Miami, FL, USA",25.7616798,-80.1917902,1335.3
2161,"Richmond, VA, USA",37.5407246,-77.4360481,"Phoenix, AZ, USA",33.4483771,-112.0740373,3150.7
2162,"Richmond, VA, USA",37.5407246,-77.4360481,"Boston, MA, USA",42.3600825,-71.0588801,762.9
2163,"Richmond, VA, USA",37.5407246,-77.4360481,"Riverside, CA, USA",33.9806005,-117.3754942,3598.43
2164,"Richmond, VA, USA",37.5407246,-77.4360481,"San Francisco, CA, USA",37.7749295,-122.4194155,3920.61
2165,"Richmond, VA, USA",37.5407246,-77.4360481,"Detroit, MI, USA",42.331427,-83.0457538,715.57
2166,"Richmond, VA, USA",37.5407246,-77.4360481,"Minneapolis, MN, USA",44.977753,-93.2650108,1556.13
2167,"Richmond, VA, USA",37.5407246,-77.4360481,"San Diego, CA, USA",32.715738,-117.1610838,3625.23
2168,"Richmond, VA, USA",37.5407246,-77.4360481,"Tampa, FL, USA",27.950575,-82.4571776,1164.68
2169,"Richmond, VA, USA",37.5407246,-77.4360481,"Denver, CO, USA",39.7392358,-104.990251,2396.12
2170,"Richmond, VA, USA",37.5407246,-77.4360481,"Baltimore, MD, USA",39.2903848,-76.6121893,207.37
2171,"Richmond, VA, USA",37.5407246,-77.4360481,"St. Louis, MO, USA",38.6270025,-90.1994042,1122.67
2172,"Richmond, VA, USA",37.5407246,-77.4360481,"Charlotte, NC, USA",35.2270869,-80.8431267,398.96
2173,"Richmond, VA, USA",37.5407246,-77.4360481,"Orlando, FL, USA",28.5383832,-81.3789269,1066.05
2174,"Richmond, VA, USA",37.5407246,-77.4360481,"San Antonio, TX, USA",29.4251905,-98.4945922,2144.91
2175,"Richmond, VA, USA",37.5407246,-77.4360481,"Sacramento, CA, USA",38.5815719,-121.4943996,3821.52
2176,"Richmond, VA, USA",37.5407246,-77.4360481,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,391.01
2177,"Richmond, VA, USA",37.5407246,-77.4360481,"Austin, TX, USA",30.267153,-97.7430608,2035.62
2178,"Richmond, VA, USA",37.5407246,-77.4360481,"Las Vegas, NV, USA",36.171563,-115.1391009,3335.43
2179,"Richmond, VA, USA",37.5407246,-77.4360481,"Cincinnati, OH, USA",39.1031182,-84.5120196,641.07
2180,"Richmond, VA, USA",37.5407246,-77.4360481,"Kansas City, MO, USA",39.0997265,-94.5785667,1503.23
2181,"Richmond, VA, USA",37.5407246,-77.4360481,"Columbus, OH, USA",39.9611755,-82.99879419999999,552.24
2182,"Richmond, VA, USA",37.5407246,-77.4360481,"Indianapolis, IN, USA",39.768403,-86.158068,796.45
2183,"Richmond, VA, USA",37.5407246,-77.4360481,"Cleveland, OH, USA",41.49932,-81.6943605,571.83
2184,"Richmond, VA, USA",37.5407246,-77.4360481,"Nashville, TN, USA",36.1626638,-86.7816016,845.16
2185,"Richmond, VA, USA",37.5407246,-77.4360481,"San Jose, CA, USA",37.33874,-121.8852525,3886.71
2186,"Richmond, VA, USA",37.5407246,-77.4360481,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,150.07
2187,"Richmond, VA, USA",37.5407246,-77.4360481,"Providence, RI, USA",41.8239891,-71.4128343,701.45
2188,"Richmond, VA, USA",37.5407246,-77.4360481,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,890.8
2189,"Richmond, VA, USA",37.5407246,-77.4360481,"Milwaukee, WI, USA",43.0389025,-87.9064736,1076.86
2190,"Richmond, VA, USA",37.5407246,-77.4360481,"Raleigh, NC, USA",35.7795897,-78.6381787,223.26
2191,"Richmond, VA, USA",37.5407246,-77.4360481,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1806.02
2192,"Richmond, VA, USA",37.5407246,-77.4360481,"Memphis, TN, USA",35.1495343,-90.0489801,1159.53
2193,"Richmond, VA, USA",37.5407246,-77.4360481,"Richmond, VA, USA",37.5407246,-77.4360481,10.0
2194,"Richmond, VA, USA",37.5407246,-77.4360481,"Louisville, KY, USA",38.2526647,-85.7584557,734.28
2195,"Richmond, VA, USA",37.5407246,-77.4360481,"Salt Lake City, UT, USA",40.7607793,-111.8910474,2973.32
2196,"Richmond, VA, USA",37.5407246,-77.4360481,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1438.99
2197,"Richmond, VA, USA",37.5407246,-77.4360481,"Hartford, CT, USA",41.7658043,-72.6733723,621.85
2198,"Richmond, VA, USA",37.5407246,-77.4360481,"Buffalo, NY, USA",42.88644679999999,-78.8783689,606.87
2199,"Richmond, VA, USA",37.5407246,-77.4360481,"Birmingham, AL, USA",33.5185892,-86.8103567,958.3
2200,"Louisville, KY, USA",38.2526647,-85.7584557,"Portland, OR, USA",45.515232,-122.6783853,3131.22
2201,"Louisville, KY, USA",38.2526647,-85.7584557,"Seattle, WA, USA",47.6062095,-122.3320708,3120.21
2202,"Louisville, KY, USA",38.2526647,-85.7584557,"New York, NY, USA",40.7127753,-74.0059728,1044.14
2203,"Louisville, KY, USA",38.2526647,-85.7584557,"Los Angeles, CA, USA",34.0522342,-118.2436849,2938.44
2204,"Louisville, KY, USA",38.2526647,-85.7584557,"Chicago, IL, USA",41.8781136,-87.6297982,433.41
2205,"Louisville, KY, USA",38.2526647,-85.7584557,"Dallas, TX, USA",32.7766642,-96.7969879,1168.75
2206,"Louisville, KY, USA",38.2526647,-85.7584557,"Houston, TX, USA",29.7604267,-95.3698028,1293.3
2207,"Louisville, KY, USA",38.2526647,-85.7584557,"Washington, DC, USA",38.9071923,-77.0368707,761.32
2208,"Louisville, KY, USA",38.2526647,-85.7584557,"Philadelphia, PA, USA",39.9525839,-75.1652215,932.82
2209,"Louisville, KY, USA",38.2526647,-85.7584557,"Atlanta, GA, USA",33.748752,-84.38768449999999,515.75
2210,"Louisville, KY, USA",38.2526647,-85.7584557,"Miami, FL, USA",25.7616798,-80.1917902,1483.98
2211,"Louisville, KY, USA",38.2526647,-85.7584557,"Phoenix, AZ, USA",33.4483771,-112.0740373,2422.39
2212,"Louisville, KY, USA",38.2526647,-85.7584557,"Boston, MA, USA",42.3600825,-71.0588801,1325.38
2213,"Louisville, KY, USA",38.2526647,-85.7584557,"Riverside, CA, USA",33.9806005,-117.3754942,2865.19
2214,"Louisville, KY, USA",38.2526647,-85.7584557,"San Francisco, CA, USA",37.7749295,-122.4194155,3190.87
2215,"Louisville, KY, USA",38.2526647,-85.7584557,"Detroit, MI, USA",42.331427,-83.0457538,508.49
2216,"Louisville, KY, USA",38.2526647,-85.7584557,"Minneapolis, MN, USA",44.977753,-93.2650108,973.07
2217,"Louisville, KY, USA",38.2526647,-85.7584557,"San Diego, CA, USA",32.715738,-117.1610838,2894.5
